survived,boardingLat,boardingLon,destinationLat,destinationLon
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,61.92411,25.748151
true,50.9105468,-1.4049018,46.5136494,-84.3357526
false,-45.0301511,168.6615141,44.6487635,-63.5752387
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.2660471,-5.0527125
false,49.6338979,-1.622224,40.7127753,-74.0059728
false,50.9105468,-1.4049018,51.4453954,-0.0160913
false,50.9105468,-1.4049018,51.105097,-2.9262307
false,50.9105468,-1.4049018,39.768403,-86.158068
false,50.9105468,-1.4049018,39.9611755,-82.9987942
true,50.9105468,-1.4049018,51.3781018,-2.3596827
true,50.9105468,-1.4049018,50.3754565,-4.1426565
false,50.9105468,-1.4049018,50.3754565,-4.1426565
false,50.9105468,-1.4049018,44.1608357,-72.4483907
false,50.9105468,-1.4049018,40.9487097,-73.7326309
true,50.9105468,-1.4049018,51.454513,-2.58791
false,50.9105468,-1.4049018,51.454513,-2.58791
true,50.9105468,-1.4049018,54.597285,-5.93012
false,50.9105468,-1.4049018,57.1498891,-2.0937528
true,50.9105468,-1.4049018,57.1498891,-2.0937528
true,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,52.335589,-2.061906
false,50.9105468,-1.4049018,52.335589,-2.061906
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.2660471,-5.0527125
true,50.9105468,-1.4049018,50.7220101,-1.8667169
true,50.9105468,-1.4049018,50.7220101,-1.8667169
true,50.9105468,-1.4049018,50.7220101,-1.8667169
false,50.9105468,-1.4049018,50.7220101,-1.8667169
true,50.9105468,-1.4049018,49.4481982,-2.58949
false,50.9105468,-1.4049018,51.5072178,-0.1275862
true,50.9105468,-1.4049018,51.580559,-0.341995
true,50.9105468,-1.4049018,50.942061,-2.633308
true,50.9105468,-1.4049018,48.856614,2.3522219
false,50.9105468,-1.4049018,41.8137116,-71.3700545
false,50.9105468,-1.4049018,41.8137116,-71.3700545
false,50.9105468,-1.4049018,41.8137116,-71.3700545
true,50.9105468,-1.4049018,34.0522342,-118.2436849
true,50.9105468,-1.4049018,45.3888403,-102.3224308
true,50.9105468,-1.4049018,60.0203179,22.5050803
true,49.6338979,-1.622224,40.3014581,-79.5389289
true,50.9105468,-1.4049018,40.6781784,-73.9441579
false,50.9105468,-1.4049018,50.7220101,-1.8667169
false,50.9105468,-1.4049018,47.004125,-94.7269509
false,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,52.3555177,-1.1743197
true,49.6338979,-1.622224,38.3031837,-77.4605399
true,50.9105468,-1.4049018,52.3555177,-1.1743197
false,50.9105468,-1.4049018,46.1878841,-123.8312534
false,50.9105468,-1.4049018,-38.416097,-63.616672
false,50.9105468,-1.4049018,52.5219314,-1.8446106
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,60.3912628,5.3220544
true,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,44.2444473,-86.324253
false,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,49.8954221,-97.1385145
true,50.9105468,-1.4049018,41.7658043,-72.6733723
false,50.9105468,-1.4049018,49.8954221,-97.1385145
false,50.9105468,-1.4049018,41.8781136,-87.6297982
false,50.9105468,-1.4049018,41.8087849,-87.6711242
false,50.9105468,-1.4049018,46.8821272,8.6428436
false,50.9105468,-1.4049018,46.8821272,8.6428436
false,50.9105468,-1.4049018,41.525031,-88.0817251
false,50.9105468,-1.4049018,42.2625932,-71.8022934
false,50.9105468,-1.4049018,42.2625932,-71.8022934
false,50.9105468,-1.4049018,42.2625932,-71.8022934
true,50.9105468,-1.4049018,42.2625932,-71.8022934
false,50.9105468,-1.4049018,42.2625932,-71.8022934
true,50.9105468,-1.4049018,42.2625932,-71.8022934
false,50.9105468,-1.4049018,44.977753,-93.2650108
true,50.9105468,-1.4049018,42.2625932,-71.8022934
true,49.6338979,-1.622224,45.4215296,-75.6971931
true,49.6338979,-1.622224,45.4215296,-75.6971931
false,49.6338979,-1.622224,45.4215296,-75.6971931
false,50.9105468,-1.4049018,40.4842027,-88.9936873
false,49.6338979,-1.622224,41.0997803,-80.6495194
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,49.6338979,-1.622224,40.7127753,-74.0059728
true,50.9105468,-1.4049018,42.947011,-76.4291017
true,49.6338979,-1.622224,45.4321908,-75.6865443
false,49.6338979,-1.622224,45.4321908,-75.6865443
false,-45.0301511,168.6615141,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,52.3555177,-1.1743197
false,50.9105468,-1.4049018,57.6977778,11.6172222
false,50.9105468,-1.4049018,61.92411,25.748151
false,49.6338979,-1.622224,34.802075,38.996815
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,43.2084024,-74.9521005
false,50.9105468,-1.4049018,59.3293235,18.0685808
false,50.9105468,-1.4049018,41.8087849,-87.6711242
false,49.6338979,-1.622224,34.802075,38.996815
false,49.6338979,-1.622224,34.802075,38.996815
false,49.6338979,-1.622224,34.802075,38.996815
false,49.6338979,-1.622224,34.802075,38.996815
false,-45.0301511,168.6615141,41.8865252,-87.6306005
false,-45.0301511,168.6615141,41.8865252,-87.6306005
false,-45.0301511,168.6615141,41.8865252,-87.6306005
false,50.9105468,-1.4049018,51.4936967,-3.1816888
false,-45.0301511,168.6615141,52.1857188,-9.2422452
true,50.9105468,-1.4049018,41.8781136,-87.6297982
false,50.9105468,-1.4049018,50.7990322,-4.4549877
false,50.9105468,-1.4049018,50.7990322,-4.4549877
false,50.9105468,-1.4049018,42.2625932,-71.8022934
false,50.9105468,-1.4049018,51.76581,0.472056
false,-45.0301511,168.6615141,42.3125672,-71.0898796
false,-45.0301511,168.6615141,52.1857188,-9.2422452
true,-45.0301511,168.6615141,42.3786556,-71.0615977
false,-45.0301511,168.6615141,40.7369435,-73.886567
false,50.9105468,-1.4049018,45.1,15.2
false,-45.0301511,168.6615141,39.9525839,-75.1652215
false,49.6338979,-1.622224,45.4215296,-75.6971931
false,49.6338979,-1.622224,45.4215296,-75.6971931
false,50.9105468,-1.4049018,57.0644894,12.485029
false,50.9105468,-1.4049018,57.70887,11.97456
false,-45.0301511,168.6615141,40.7369435,-73.886567
true,-45.0301511,168.6615141,41.7658043,-72.6733723
false,50.9105468,-1.4049018,50.9239597,-1.3874204
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,-45.0301511,168.6615141,40.7369435,-73.886567
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,49.6338979,-1.622224,39.074208,21.824312
false,49.6338979,-1.622224,39.074208,21.824312
false,50.9105468,-1.4049018,39.399872,-8.224454
false,50.9105468,-1.4049018,40.6927443,-73.9912989
true,-45.0301511,168.6615141,45.4041718,-71.8929107
false,50.9105468,-1.4049018,41.8087849,-87.6711242
false,-45.0301511,168.6615141,39.9525839,-75.1652215
false,-45.0301511,168.6615141,40.6781784,-73.9441579
false,-45.0301511,168.6615141,53.1423672,-7.6920536
true,-45.0301511,168.6615141,53.1423672,-7.6920536
false,50.9105468,-1.4049018,47.516231,14.550072
false,50.9105468,-1.4049018,47.516231,14.550072
false,50.9105468,-1.4049018,47.516231,14.550072
false,50.9105468,-1.4049018,51.5072178,-0.1275862
false,50.9105468,-1.4049018,40.6781784,-73.9441579
true,50.9105468,-1.4049018,40.6781784,-73.9441579
true,50.9105468,-1.4049018,40.6781784,-73.9441579
true,50.9105468,-1.4049018,45.1805223,-89.683459
false,50.9105468,-1.4049018,41.49932,-81.6943605
false,50.9105468,-1.4049018,50.7220101,-1.8667169
true,50.9105468,-1.4049018,50.7220101,-1.8667169
false,50.9105468,-1.4049018,47.516231,14.550072
false,50.9105468,-1.4049018,46.7605329,-97.7903815
true,50.9105468,-1.4049018,58.9742317,17.9637379
false,50.9105468,-1.4049018,47.516231,14.550072
false,-45.0301511,168.6615141,40.7369435,-73.886567
true,-45.0301511,168.6615141,40.7369435,-73.886567
true,50.9105468,-1.4049018,40.9777689,-95.1016534
false,50.9105468,-1.4049018,40.9777689,-95.1016534
false,50.9105468,-1.4049018,40.9777689,-95.1016534
false,50.9105468,-1.4049018,41.8087849,-87.6711242
false,50.9105468,-1.4049018,41.8087849,-87.6711242
false,50.9105468,-1.4049018,42.6389216,-83.2910468
false,50.9105468,-1.4049018,42.6389216,-83.2910468
false,50.9105468,-1.4049018,42.6389216,-83.2910468
false,50.9105468,-1.4049018,53.4083714,-2.9915726
false,50.9105468,-1.4049018,53.4083714,-2.9915726
true,50.9105468,-1.4049018,48.3047384,-106.8270002
true,50.9105468,-1.4049018,48.3047384,-106.8270002
true,50.9105468,-1.4049018,42.331427,-83.0457538
false,50.9105468,-1.4049018,37.6871761,-97.330053
true,50.9105468,-1.4049018,37.6871761,-97.330053
true,50.9105468,-1.4049018,37.6871761,-97.330053
false,50.9105468,-1.4049018,37.6871761,-97.330053
false,50.9105468,-1.4049018,41.8708192,-94.6774786
false,-45.0301511,168.6615141,54.2260039,-8.5219485
false,-45.0301511,168.6615141,40.7369435,-73.886567
false,50.9105468,-1.4049018,41.2953126,-89.0595266
true,50.9105468,-1.4049018,40.8673215,-74.5221011
true,-45.0301511,168.6615141,40.7369435,-73.886567
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,49.6338979,-1.622224,43.0962143,-79.0377388
false,50.9105468,-1.4049018,52.3555177,-1.1743197
true,50.9105468,-1.4049018,41.2705484,-72.9469711
false,50.9105468,-1.4049018,41.2705484,-72.9469711
true,50.9105468,-1.4049018,41.525031,-88.0817251
false,50.9105468,-1.4049018,58.9574429,14.9558106
false,50.9105468,-1.4049018,45.8563481,-96.9203579
false,49.6338979,-1.622224,45.4321908,-75.6865443
false,49.6338979,-1.622224,34.802075,38.996815
false,50.9105468,-1.4049018,40.6331249,-89.3985283
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,-45.0301511,168.6615141,53.84885,-7.60445
false,50.9105468,-1.4049018,39.9525839,-75.1652215
false,-45.0301511,168.6615141,41.8865252,-87.6306005
false,-45.0301511,168.6615141,53.1423672,-7.6920536
false,50.9105468,-1.4049018,40.7127753,-74.0059728
true,50.9105468,-1.4049018,51.046062,0.2194
false,50.9105468,-1.4049018,51.046062,0.2194
false,50.9105468,-1.4049018,51.127889,-3.003632
false,50.9105468,-1.4049018,51.046062,0.2194
false,50.9105468,-1.4049018,51.046062,0.2194
false,50.9105468,-1.4049018,51.046062,0.2194
false,-45.0301511,168.6615141,40.7369435,-73.886567
false,-45.0301511,168.6615141,40.7127753,-74.0059728
false,-45.0301511,168.6615141,40.7369435,-73.886567
true,-45.0301511,168.6615141,52.904532,-8.9811351
true,50.9105468,-1.4049018,51.3932587,0.475344
true,50.9105468,-1.4049018,51.3932587,0.475344
false,50.9105468,-1.4049018,39.9525839,-75.1652215
false,50.9105468,-1.4049018,51.3932587,0.475344
true,50.9105468,-1.4049018,39.399872,-8.224454
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,43.0962143,-79.0377388
false,50.9105468,-1.4049018,51.232202,-0.332378
false,50.9105468,-1.4049018,61.0722535,6.9342564
false,50.9105468,-1.4049018,42.3636331,-87.8447938
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,40.7127753,-74.0059728
false,50.9105468,-1.4049018,43.1726909,-77.9510209
false,50.9105468,-1.4049018,46.4917317,-80.993029
true,50.9105468,-1.4049018,59.9138688,10.7522454
false,50.9105468,-1.4049018,51.2213404,4.4051485
